Sub_Before,Tense,Complement,Reading,left,buinn,right,source,year
No,PRS,NULL,,fyrir þér þars þið þurfið vistir miklar en fé sé farið og er,búið,"við að þú hafir þá ekki dýrsins."" Og er hann lítur á þetta sýnist honum nokk",(audun),
No,,NULL,Fixed,um kveldið. Og nú er hann sá konunginn og hirðina fagurlega,búna,þá þorði hann eigi að láta sjá sig. Og er konungur gekk til drykkju í höllin,(audun),
No,PST,NULL,svo búið,"sás og hans fylgjurum."" Þessu játar Þórður og skildu við svo",búið,. Víkur Kolbjörn þá í veg með Þórði. Sjá þeir þá hvar féið liggur í einum dyn,(b_snae),
No,PRS,NULL,,rði hvort hann vildi ekki að landi halda. Grímur kveðst eigi,búinn,"""og máttu bíða þar til er eg hefi hlaðið bátinn."" Veður gekk upp að eins og",(b_snae),
No,PRS,NULL,,"a herra,"" segir Gestur, ""en eigi mun eg undan skorast ef þér",búið,"ferð mína eftir því sem þér vitið mér á liggja."" Konungur segir: ""Eg skal þa",(b_snae),
Yes,PST,NULL,,árði þó hér séu eigi nefndir. En þegar þeir nafnar voru burt,búnir,létu þeir í haf og höfður harða útivist og voru í sjó hálft hundrað dægra o,(b_snae),
No,PST,NULL,vel búið,ir Hjaltdælalaut. En er þeir komu á þingið voru þeir svo vel,búnir,að menn hugðu þar væru komnir æsir. Þá var þetta kveðið: Manngi hugðu manna,(b_snae),
No,,NULL,svo búið,"og þvert í móti mínum vilja að hann var hingað boðinn."" ""Svo",búið,"muntu það hafa,"" segir Gestur. Síðan tóku þeir að drekka í annan tíma allt þ",(b_snae),
No,,NULL,svo búið,"lir mælti: ""Dimmu þykir á draga ráðið Odds sonar þíns að svo",búnu,"."" Ófeigur segir: ""Eg segi þér með sönnu að aldrei giftir þú hana betur en sv",(band),1280
No,,NULL,Fixed,r komu þar þá var þar mart manna fyrir og voru þá mjög brott,búnir,"og var helguð leiðin. Oddi bregður nú í brún, þykir undarleg þessi tiltekja",(band),1280
No,,NULL,Fixed,"li svo auðigs manns?"" ""Það kölluðu þeir að rangt væri heiman",búið,","" segir Oddur. ""Eigi mun það vera er þú fórst með málið,"" segir Ófeigur. ""En",(band),1280
No,PRS,NULL,,"mælti: ""Það er mitt ráð að þé búir skip þitt um þing og ver",búinn,með allt lausagóss þitt áður menn ríða af þingi. Eða hvort þykir þér betur,(band),1280
Yes,PRS,NULL,,"n, dvelst þar nokkura hríð og býr skip sitt og þegar hann er",búinn,þá koma austanveður og sigla þeir. Gefur þeim allvel og koma á Þorgeirsfjör,(band),1280
No,,NULL,svo búið,"egir hann Gellir, ""var það er því mundi vel svarað en að svo",búnu,"get eg að það frestist."" ""Hvað kemur til þess?"" segir Ófeigur. Gellir mælti:",(band),1280
No,,NULL,svo búið,sorði væri á lokið. Nú fara menn heim til búða sinna við svo,búið,. Engi frétt fór af þessu um nóttina. En að Lögbergi um morguninn stendur Odd,(band),1280
No,,NULL,Fixed,"eigur. ""Vörn fannst í málinu,"" segja þeir, ""og var rangt til",búið,"."" ""Já,"" segir hann Ófeigur, ""munuð þér lofa mér að ganga í dóminn?"" Þeir ját",(band),1280
No,,NULL,svo búið,fer Óspakur á brott og kemur á Svölustaði og segir henn svo,búið,. Nú gera þau ráð sitt og fastnar hún sig sjálf og fer hún með honum á Mel en,(band),1280
No,,NULL,svo búið,"n eigi í héraði. Ger nú annaðhvort, gakk frá dóminum við svo",búið,"eða vér munum færa fram vörnina."" Oddur þagnar og hugsar málið, finnur að sa",(band),1280
No,,NULL,Fixed,ddur að varnir eru fundnar í máli þínu og hefir þú rangt til,búið,"málið, kvatt heiman tíu búa. Er það lögleysa. Áttir þú það á þingi að gera e",(band),1280
No,,NULL,Fixed,þegar vissi eg er þú fórst heiman úr héraði að rangt var til,búið,málið. En þú þóttist þér ærinn einn og vildir engan mann að spyrja. Nú muntu,(band),1280
No,,NULL,Fixed,þessi maður gefst. Hann er og vinsæll sjálfur og stendur nú,búið,með miklum blóma og þykir engis manns ráð virðulegra vera en Odds. Einn hlut,(band),1280
No,,NULL,Fixed,þú og ertu slægur karl og vitur. En þó verð eg eigi til þess,búinn,og hvorki hefi eg til mátt né liðsafla að standa einn í mót þessum höfðingj,(band),1280
Yes,PST,NULL,,og ætlar Björn í brott að búast. Það er sagt þá er Björn var,búinn,á brott úr vistinni þá gaf hann Oddnýju skikkjuna Þórðarnaut og mælti hvort,(bjarnar),1225
No,,NULL,svo búið,il að gera milli ykkar Þórðar um mál yðar því að eigi má svo,búið,standa. Þó að þú hafir ógilda menn lagið að jörðu og það eigi fjarri lögum þ,(bjarnar),1225
No,,NULL,svo búið,tóð upp var ekki Birni veitt lengur aðsókn og skilja við svo,búið,", fara nú hvorirtveggju heim. 26. kafli Systir Bjarnar bjó í Knarrarnesi og f",(bjarnar),1225
No,,NULL,Fixed,"vísu: Það vil eg Þórðr að frétti, þess unnum bör gunnar, ops",búinn,"veik frá veiti vægja suðr með ægi, að, þar er einir hittumst, jók eg tafn í",(bjarnar),1225
No,,NULL,svo búið,og kom til eyrna Birni og þótti honum ill og vildi eigi svo,búið,vera láta. Björn reið um sumarið á Hítarnes með sex tigu manna og stefndi Þó,(bjarnar),1225
No,,NULL,svo búið,ótti vænna að þeir mundu firr sauri á ausast og fóru við svo,búið,heim. Var nú kyrrt að kalla. 17. kafli Þess er nú við getið að hlutur sá fan,(bjarnar),1225
No,,NULL,svo búið,mega af honum jafnan hlut og fýsa Þórð að sitja eigi við svo,búið,. Héraðsmenn eiga oft ferðir út á Snæfellsnes eftir fiskiföngum eða öðru því,(bjarnar),1225
No,,NULL,Fixed,hann veit þaðan tíðindi og hversu það Þórður hafði við hann,búið,. Og á því méli er Björn var úr landi varð höfðingjaskipti í Noregi. Tók við,(bjarnar),1225
No,,NULL,svo búið,vilja gefa honum. Þorsteinn kvaðst eigi vilja þiggja að svo,búnu,"""því að eg er enn eigi að þér gjafa verður. Og ef eg launa þér eigi beinann",(bjarnar),1225
No,,NULL,svo búið,"a í brott og þykir ill orðin ferð sín og hneisuleg, koma svo",búnir,á Hítarnes. Þórður kvað sér ekki mönnum að nær þótt þeir væru og rak þá á b,(bjarnar),1225
No,,NULL,Live,þess væri vert heldur fyrir vingan þeirra og þeir höfðu áður,búið,"á landi hans og áttu enn fjárreiður saman ""en eg veit,"" segir Björn, ""að þet",(bjarnar),1225
No,,NULL,Live,n hann hefir sekta yður og mun þá ætla sér landið það er þið,búið,á og mun hann nýta að eiga land jafnt fyrir vestan heiði sem fyrir austan eð,(bjarnar),1225
No,,NULL,svo búið,og koma þeir á hann sárum og sér hann að honum mun ekki svo,búið,duga. Síðan hljóp hann út á ána og svam yfir ána með vopn sín. Var skjölduri,(bjarnar),1225
No,PST,NULL,,þá nýkominn þar. Björn segir Þórði að hann var þá til ferðar,búinn,og hann ætlar þá úr vistinni. Þórður kvað það vel þykja og betur að fyrr væ,(bjarnar),1225
No,NF,NULL,,mjög að þeir drepi Björn ef þeir mega og kvaðst fyrir löngu,búinn,vera við Björn að etja þá er hann var meiri fyrir sér en nú. Dálkur kallar,(bjarnar),1225
No,,NULL,svo búið,"hann vill, því at eigi munum vit samvistum saman vera at svá",búnu,"."" Váru þeir þá leystir báðir, ok fóru þeir þá til Þvara karls ok váru hjá ho",(bosa),
No,,NULL,Fixed,"kill vexti ok fríðr sýnum, sterkr at afli ok vel at íþróttum",búinn,", svá at fáir menn máttu við hann jafnast. Hann var vinsæll af öllum mönnum,",(bosa),
No,PST,NULL,,"þat leita, ok varð svá at vera sem konungr vildi, ok var nú",búin,"ferð Herrauðar með miklum fékostnaði, ok var hann vandr at öllu, ok kom þeim",(bosa),
No,NF,NULL,,", at þeir safna liði, þegar eð þeir koma heim, ok vildu vera",búnir,", ef þeim væri eftirför veitt, en halda þá brúðlaupin, er gott tóm væri til.",(bosa),
No,,NULL,PST,"þeim mörg ráð ok þau Busla. Sigldu þeir nú, þegar þeir váru",búnir,". Smiðr hafði byr ávallt, þá er hann stýrði, ok varð þeira ferð með meira fl",(bosa),
Yes,PST,NULL,,ðung og sjóða. En hinn fyrsta fardag þá er Oddur var á brott,búinn,lætur hann borð setja með endilöngum sætum og var þetta allt graðungsslátur,(brandk),
No,,NULL,Live,sér bústað við Lagarfljót öðrum megin en Bersastaðir eru og,búið,þann bæ vel. Oddur átti konu og son þann er Ósvífur hét. Var það kallað að h,(brandk),
No,PST,NULL,,"rranda fara með sér og Kára bróður hans. Hann segir: ""Eg var",búinn,"þótt fyrr væri."" Nú eru þeir átján saman og fóru upp í Eyvindardal til Knút",(droplaug),
No,Samsett,NULL,DO,"""Hvar ætlar þú þeim Ketilormi að hvíla?"" Hún segir: ""Eg hefi",búna,"þeim góða sæng utan af seti."" Helgi mælti: ""Þau skulu liggja í sæng okkarri",(droplaug),
No,,NULL,Fixed,g grét mjög. Helgi spretti af sér belti góðu og þar á hnífur,búinn,og gaf henni. Síðan skildust þau. En þeir fóru til bæjar þess er að Straumi,(droplaug),
No,,NULL,svo búið,ita að Grímur var þar og fór í brott og sagði Hrafnkatli svo,búið,. Ingjaldur og Þorkell trani fóru heiman um vorið hið efra suður um jökla og,(droplaug),
No,,NULL,svo búið,elga Droplaugarsonar mjög og sá hann að honum mundi eigi svo,búið,duga. Þá sýndi Helgi vígfimi sína og kastaði upp skildi sínum og sverði og t,(droplaug),
No,Samsett,NULL,DO,skóggangssök þeirri. Helgi Droplaugarson hafði til alþingis,búið,legorðssökina. Nú fara hvortveggi mál til alþingis og til dóms. Síðan bauð H,(droplaug),
No,,NULL,Fixed,inna mundi við koma svo harðlega sem vér höfðum vora sök til,búið,í fyrstu. Er það óráð að hefna þessa svo sem Hallvarður er mikill vin Hákona,(dytts),
No,PST,NULL,,k að birta. Komu þau um síðir til veislu þeirrar er þeim var,búin,. Var þar fyrir mart þeirra manna er þeim skyldu fylgt hafa. Þótti fólkinu nú,(dytts),
No,Samsett,NULL,DO,frá meðan eg geng upp en þið skuluð sitja í rúmunum og hafa,búnar,"árar til róðrar."" Síðan gekk Ögmundur upp í garðinn og varð lítt við menn v",(dytts),
No,,NULL,svo búið,fang og verður Gunnar mjög aflvani. Hann sér að eigi mun svo,búið,duga. Hugsar hann þá fyrir sér ef hann getur yfirkomið þenna fjanda og verði,(dytts),
No,,NULL,svo búið,"ir,"" segir hann, ""sem von var að yður. En þó mun nú eigi svo",búið,vera mega að sinni því að hér liggur við nú líf vort að þér takið við oss bl,(egils_th),
No,,NULL,svo búið,hann vill eigi fara að finna hann. Síðan segir Tófi Agli svo,búið,. Egill biður Tófa fara í öðru sinni og flytja mál sitt við konunginn. Og ger,(egils_th),
Yes,PST,NULL,,íst nú misráðið. 3. kafli Um morguninn eftir þegar þeir voru,búnir,"láta þeir úr læginu. Þá kemur þar maður af landi ofan hlaupandi, geystur mj",(egils_th),
No,,NULL,svo búið,"ungur minn. Farið nú,"" segir hann, ""aftur og segið honum svo",búið,"."" Sendimenn sneru aftur leið sína þegar um kveldið og komu til Ólafs konungs",(egils),1227.5
No,FUT,NULL,,"þá gekk sá arfur í konungsgarð. Egill bað, að Ljótur skyldi",búinn,"verða. ""Vil eg, að vér reynum nú hólmgöngu þessa."" Síðan hljóp Egill að hon",(egils),1227.5
No,,NULL,Fixed,"yndi illa í höndum hafa, ef hann vissi, og sagði, að þá væri",búið,við geig miklum með þeim feðgum. En klæðnaður Þóru og gripir voru þar allir,(egils),1227.5
No,,NULL,svo búið,mjúklæta sig við konung um þetta mál; skildust þeir við svo,búið,". Fór Arinbjörn heim og sagði Agli erindislok sín; ""mun eg eigi slíkra mála o",(egils),1227.5
No,,NULL,svo búið,anna og tóku þar ógrynni fjár og komu aftur um vorið við svo,búið,. Fór Þórólfur þá til bús síns á Sandnes og sat þar lengi. Um vorið lét hann,(egils),1227.5
No,PST,NULL,,"ið á sumarið; fór þá enn að veislum, þar sem fyrir honum var",búið,. 12. kafli Hildiríðarsynir fóru á fund konungs og buðu honum heim til þriggj,(egils),1227.5
No,PST,NULL,,"þrjár nætur að kynni. Bjóst Einar þá í brott, og er hann var",búinn,", þá gekk hann til rúms Egils og festi þar upp skjöldinn þann hinn dýra og s",(egils),1227.5
No,PST,NULL,,"ður, kona hans; voru þau saman tíu eða tólf; og er Egill var",búinn,", þá gekk Skalla-Grímur út með honum og hvarf til hans, áður Egill steig á b",(egils),1227.5
No,PST,NULL,,", dóttir Þórólfs, var eftir. Egill sigldi í haf, er hann var",búinn,"; er frá hans ferð ekki að segja, fyrr en hann kemur til Noregs; hélt hann þ",(egils),1227.5
No,PST,NULL,,"En svo er sagt, þá er þeir settu Böðvar niður, að Egill var",búinn,": hosan var strengd fast að beini; hann hafði fustanskyrtil rauðan, þröngvan",(egils),1227.5
No,PST,NULL,,"öfðu skip gott og föruneyti, fóru þá leið sína, er þeir voru",búnir,". En er þeir koma í Torgar, þá senda þeir Sigurði menn og láta segja honum,",(egils),1227.5
No,PST,NULL,,"mörkinni, því að knörr sá, er mestur var á Hálogalandi, var",búinn,"í vor á Sandnesi, og kallaðist Þórólfur eiga einn farm allan, þann er á var",(egils),1227.5
Yes,PST,NULL,,"á taka sér hest -- ""vil eg fara til laugar."" Og er Egill var",búinn,", gekk hann út og hafði með sér silfurkistur sínar; hann steig á hest, fór s",(egils),1227.5
Yes,PST,NULL,,n Egill; með þeim hafði lengi verið vingott. Og er Egill var,búinn,", lét hann í haf, og greiddist þeirra ferð vel; komu að miðjum Noregi. Og er",(egils),1227.5
Yes,PST,NULL,,"i langskip og á nær sex tigu manna og fór síðan, er hann var",búinn,", norður með landi; og einn dag að kveldi kom hann í Álöst á Sandnes; lögðu",(egils),1227.5
Yes,PST,NULL,,"Arinbjörn eigi, að hann færi. Fór Arinbjörn, þá er hann var",búinn,", og fórst honum vel; fann hann Hákon konung og fékk þar góðar viðtökur. Og",(egils),1227.5
Yes,PST,NULL,,"ðilegasti gripur. Þórólfur fór ferðar sinnar, þegar hann var",búinn,", og greiddist honum vel og kom skipi sínu í Borgarfjörð og fór þegar bráðle",(egils),1227.5
Yes,PST,NULL,,"um, en nú ætla eg engan mun."" Þórir fór heim, þá er hann var",búinn,", og sagði þeim bræðrum orð konungs og drottningar. 49. kafli Eyvindur skrey",(egils),1227.5
Yes,PST,NULL,,"kafli Egill bjó skip sitt um sumarið og fór, þegar hann var",búinn,; hann hélt til Íslands; honum fórst vel; hélt hann til Borgarfjarðar og kom,(egils),1227.5
Yes,PST,NULL,,"i það mál mjög, þá hét Grímur ferð sinni, þá er hann þættist",búinn,"; kváðu þeir Ölvir á með sér þá stund, er Grímur skyldi koma á konungsfund.",(egils),1227.5
Yes,PRS,NULL,,"ð sonum Guttorms og miklu lausafé. Fara þeir, þá er þeir eru",búnir,", aftur á leið; byrjaði þeim þá nokkurum mun seinna, og varð ekki til tíðind",(egils),1227.5
Yes,PST,NULL,,"dagaði; bjuggust þeir förunautar og fóru þegar, er þeir voru",búnir,", aftur til bæjarins og leita Ármóðs. Og er þeir komu til skemmubúrs þess, e",(egils),1227.5
Yes,PST,NULL,,eð honum; þeir höfðu nær þremur tigum manna; og er þeir voru,búnir,", fóru þeir fyrst til Upplanda, þaðan norður um Dofrafjall til Þrándheims og",(egils),1227.5
Yes,PST,NULL,,"ð og kesju og buklara. Fara þeir ferðar sinnar, er þeir voru",búnir,", og fengu veðrabálk harðan, hvöss veður og óhagstæð, en þeir sóttu ferðina",(egils),1227.5
Yes,PST,NULL,,"og breyttir vegar allir. Ráða þeir til ferðar, er þeir voru",búnir,", og óku upp á land, og er þeir sóttu austur til Eiða, þá var það á einni nó",(egils),1227.5
Yes,PST,NULL,,"höfðu tvö skip og hálft annað hundrað manna, og er þeir voru",búnir,", taka þeir landnyrðing út eftir firðinum, en það er andviðri norður með lan",(egils),1227.5
Yes,PST,NULL,,"eita ríkið og veita meyjunum fóstur."" En er þeir bræður voru",búnir,", þá fara þeir leið sína og byrjaði þeim vel; komu þeir um vorið í Vík austu",(egils),1227.5
Yes,PST,NULL,,"var það sumt í silfri, sumt í grávöru. Og er þeir Egill voru",búnir,", þá fóru þeir aftur á leið; segir Egill jarli að skilnaði þeirra: ""Nú munum",(egils),1227.5
Yes,PST,NULL,,ur og borðbúnaður og klæðnaður manna. En er þeir bræður voru,búnir,", þá fóru þeir norðan og komu á fund Haralds konungs, er hann var í Þrándhei",(egils),1227.5
Yes,PST,NULL,,þeir Þórólfur og Egill enn að fara í víking; en er þeir voru,búnir,", þá halda þeir enn í Austurveg. En er þeir koma í Víkina, þá sigla þeir suð",(egils),1227.5
Yes,PST,NULL,,orði engi maður að kaupa fyrir ríki konungs. En er þeir voru,búnir,", þá sigldu þeir í brott; þeir sigldu í eyjar þær, er Sólundir heita; það er",(egils),1227.5
Yes,PST,NULL,,"rr var getið, er síðan var kallaður Þóruson, og er þeir voru",búnir,", þá sigldu þeir; skildust þeir Aðalsteinn konungur og Egill með hinni mestu",(egils),1227.5
