corpus,match_position,left context,match,right_context,text_wordcount,chapter_n,text_titill,text_paragraphcount,text_ritstjorar,text_utgefandi,text_sentencecount,text_rit,text_utgafuar,
Brennu-Njáls saga,61001,Gerði þá margur sem vant,var að fara,til fundar við Njál en hann lagði það til mála manna sem ekki þótti líklegt að eyddust sóknir og varð af því þræta mikil er málin máttu eigi lúkast og riðu menn heim af þingi ósáttir .,98938,97,Brennu-Njáls saga,3276,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,7275,Íslendingasögur I,1985,
Fljótdæla saga,24449,Helgi gekk fyrir en illt,var að fara,mjög .,27278,19,Fljótsdæla saga,527,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,2010,Íslendingasögur I,1985,
Heimskringla,123928,"Fór Karli fyrst til Upplanda , síðan norður um fjall , kom fram í Niðarósi , tók þar fé konungs , svo mikið sem hann hafði orð til send , og skip gott , það er honum þótti vel til fallið ferðar þeirrar er konungur hafði fyrir ætlað en það",var að fara,til Bjarmalands norður .,231502,133,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Heimskringla,183780,Í þvílíkum viðskiptum konunganna fannst það að vant,var að gæta,til .,231502,27,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Egils saga Skalla-Grímssonar,12863,Skammt,var að ganga,til bæjarins en varðmenn Þórólfs sátu inni við drykkju og voru eigi gengnir á vörðinn og var engi maður úti .,62240,22,Egils saga Skalla-Grímssonar,1103,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,4066,Íslendingasögur I,1985,
Íslendinga þættir,8739,Eftir bardagann í Hestanesi fór Bolli heim með Ljóti á Völlu við alla sína menn en Ljótur bindur sár þeirra og greru þau skjótt því að gaumur,var að gefinn,.,110609,10,Íslendinga þættir,3256,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,6749,Íslendingasögur II,1986,
Íslendinga þættir,117826,Þessi kirkja var ger sextán árum fyrr en kristni var lögtekin á Íslandi en hún stóð svo að ekki,var að gert,.,110609,5,Íslendinga þættir,3256,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,6749,Íslendingasögur II,1986,
Fljótdæla saga,4036,Þar voru alls kyns gæði þau er betra,var að hafa,en missa .,27278,5,Fljótsdæla saga,527,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,2010,Íslendingasögur I,1985,
Heimskringla,113496,Hann var því vanur meðan heiðni,var að hafa,"þrjú blót hvern vetur , eitt að veturnóttum , annað að miðjum vetri , þriðja að sumri .",231502,117,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Fljótdæla saga,24881,Þingstöð manna,var að Helga,Ásbjarnarsonar að Kiðafelli .,27278,20,Fljótsdæla saga,527,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,2010,Íslendingasögur I,1985,
Sturlunga,98565,Þó kom því svo að ráðið,var að herja,skyldi til Íslands um sumarið .,260587,188,Sturlunga,6002,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Gísli Sigurðsson|Guðrún Ása Grímsdóttir|Guðrún Ingólfsdóttir|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,17600,Sturlunga saga,1988,
Droplaugarsona saga,8730,Nú hlaupa menn upp í skálanum og ætluðu þangað vegandann hlaupið hafa er skarkið,var að heyra,.,9410,13,Droplaugarsona saga,282,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,717,Íslendingasögur I,1985,
Sturlunga,126132,Áttu þá margir menn hlut að og sögðu að gott,var að heyra,af slíkum drengjum áheyrileg boð .,260587,235,Sturlunga,6002,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Gísli Sigurðsson|Guðrún Ása Grímsdóttir|Guðrún Ingólfsdóttir|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,17600,Sturlunga saga,1988,
Kormáks saga,11764,Þá,var að hugað,sárum Kormáks og voru brotin rifin í hvorritveggju síðunni .,10303,27,Kormáks saga,476,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,969,Íslendingasögur II,1986,
Sturlunga,41475,Þá,var að hugað,og var fóturinn brotinn á bátsborðinu svo smátt sem skeljamoli og horfðu þangað tær sem hæll skyldi .,260587,87,Sturlunga,6002,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Gísli Sigurðsson|Guðrún Ása Grímsdóttir|Guðrún Ingólfsdóttir|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,17600,Sturlunga saga,1988,
Heimskringla,118918,Sighvatur svarar : « Barnið,var að komið,dauða og mundi það fjandans maður ef það dæi heiðið en nú var það guðs maður .,231502,122,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Eyrbyggja saga,35360,En er af létti hríðinni sáu menn að hafís,var að kominn,allt hið ytra en þá var ísinn eigi kominn inn í Bitruna .,38388,57,Eyrbyggja saga,890,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,2392,Íslendingasögur I,1985,
Heimskringla,3893,Og er hann,var að kominn,dauða lét hann marka sig geirsoddi og eignaði sér alla vopndauða menn .,231502,9,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Reykdæla saga,20332,Nú sagði karl honum hvaðan hann,var að kominn,og hve farið hafði með förunautum hans og honum « áður Glúmur átti hlut í með oss » og lofaði hann Glúm í hverju orði sem hann kunni .,23678,24,Reykdæla saga,347,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,1199,Íslendingasögur II,1986,
Sturlunga,212966,Bergur tók sjúkleik um veturinn og lá lengi og,var að kominn,bana og batnaði er á leið .,260587,378,Sturlunga,6002,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Gísli Sigurðsson|Guðrún Ása Grímsdóttir|Guðrún Ingólfsdóttir|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,17600,Sturlunga saga,1988,
Laxdæla saga,11123,Síðan sendi hann mann til Höskulds og bað segja hvert eftir fé,var að leita,.,57467,19,Laxdæla saga,1229,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,4148,Íslendingasögur II,1986,
Eiríks saga rauða,2447,Þá,var að leitað,um bæinn ef nokkur kynni .,7824,4,Eiríks saga rauða,176,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,565,Íslendingasögur I,1985,
Heimskringla,104766,Jarl bað hann búast og segir að mál,var að ríða,.,231502,99,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Bjarnar saga Hítdælakappa,17771,Nú skiljast þeir og fara hverjir á þá götu sem ætlað,var að sitja,fyrir Birni .,19285,31,Bjarnar saga Hítdælakappa,493,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,1090,Íslendingasögur I,1985,
Heimskringla,68709,"Ólafur Haraldsson , er hann óx upp , var ekki hár , meðalmaður og allþreklegur , sterkur að afli , ljósjarpur á hár , breiðleitur , ljós og rjóður í andliti , eygður forkunnar vel , fagureygur og snareygur svo að ótti",var að sjá,í augu honum ef hann var reiður .,231502,3,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Íslendinga þættir,90005,En er hann fékk lagið hjó hann til Þorgarðs en hann steyptist í jörðina niður svo að í iljarnar,var að sjá,.,110609,7,Íslendinga þættir,3256,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,6749,Íslendingasögur II,1986,
Kormáks saga,1312,Narfi stóð við ketil og er lokið,var að sjóða,vó Narfi upp mörbjúga og brá fyrir nasar Kormáki og kvað þetta :,10303,4,Kormáks saga,476,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,969,Íslendingasögur II,1986,
Sturlunga,258769,Lést Ólafur eigi mundu hafa heiman farið ef hann vissi að við Hrafn,var að skipta,", en lést nú Þorgilsi fylgja mundu sem hann hefði drengskap til « hvað sem fyrir liggur . »",260587,446,Sturlunga,6002,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Gísli Sigurðsson|Guðrún Ása Grímsdóttir|Guðrún Ingólfsdóttir|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,17600,Sturlunga saga,1988,
Heimskringla,3754,En öskuna skyldi bera út á sjá eða grafa niður í jörð en eftir göfga menn skyldi haug gera til minningar en eftir alla þá menn er nokkuð mannsmót,var að skyldi,reisa bautasteina og hélst sjá siður lengi síðan .,231502,8,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Heimskringla,44064,Þess getur í Velleklu : Hákon jarl setti fylkingar yfir öll borgarhlið en hitt var þó meiri hlutur liðs er hann lét fara allt með borgarveggjunum og verja þar sem helst,var að sótt,.,231502,26,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Sturlunga,22376,Síðan,var að sóttur,"Klængur biskup , að hann mundi gera um málið .",260587,53,Sturlunga,6002,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Gísli Sigurðsson|Guðrún Ása Grímsdóttir|Guðrún Ingólfsdóttir|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,17600,Sturlunga saga,1988,
Laxdæla saga,5856,Höskuldur,var að spurður,hvað sveinninn skyldi heita .,57467,13,Laxdæla saga,1229,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,4148,Íslendingasögur II,1986,
Þorsteins saga Síðu-Hallssonar,4909,En er Þorsteinn,var að spurður,hví hann gerði þetta þá svarar hann : « Þeir hafa fáir hlutir verið er mér hafi meira um verið gefið en að koma Þórhaddi heilum yfir ána því að eg ætla honum annan dauða en drukkna . »,5396,5,Þorsteins saga Síðu-Hallssonar,150,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,303,Íslendingasögur II,1986,
Grettis saga Ásmundarsonar,41068,En nú þóttist Grettir sjá hvað það,var að taka,við skógarmönnum .,61205,55,Grettis saga Ásmundarsonar,1498,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,4386,Íslendingasögur I,1985,
Heimskringla,188113,Síðan tjáði Finnur fyrir Hákoni hversu mikill munur honum var að betra,var að taka,"af konungi svo mikil metorð sem hann kynni sjálfur að beiða heldur en hætta til þess að reisa orustu í móti konungi þeim er hann var áður þjónustubundinn við , segir að hann mun fara ósigur « og hefir þú þá fyrirgert bæði fé og friði .",231502,47,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Fóstbræðra saga,21921,Og er lokið,var að telgja,þá bar hann saman hlutina og þurfti þá af hvorigum hlut að taka .,31546,20,Fóstbræðra saga,856,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,2144,Íslendingasögur I,1985,
Heimskringla,251313,Hann tók höndum Harald er sagt,var að væri,"sonur Sigurðar konungs Haraldssonar og Kristínar konungsdóttur , bróðir Magnúss konungs sammæðri .",231502,35,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Gísla saga Súrssonar (lengri gerð),22015,Sveinarnir segja henni hvað um,var að véla,og allt eftir því sem var um farar sínar og kváðust úti hafa verið níu dægur matlausir .,23429,25,Gísla saga Súrssonar - lengri gerð,535,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,1429,Íslendingasögur I,1985,
Þórðar saga hreðu,14971,Eiður var þar nokkurar nætur og reið síðan heim til Óss og fréttir nú hvað um,var að vera,.,15547,11,Þórðar saga hreðu,472,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,1202,Íslendingasögur II,1986,
Ljósvetninga saga (C-gerð),30727,Skegg-Broddi svarar : « Eg firrði þig og næst á Hegranessþingi vandræðum sem von,var að verða,mundi ef þú sektir Þorvarð og frændur hans .,27557,30,Ljósvetninga saga - C-gerð,1057,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,2026,Íslendingasögur II,1986,
Heimskringla,223246,Af því þóttust þeir vita hvar hans,var að vitja,á þeirri nótt en höfuðvörður var þá haldinn fyrir því herbergi er flestir hugðu að konungur væri inni í og drottning svaf í .,231502,15,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Íslendinga þættir,119847,Eysteinn mælti : « Seinn,varstu að sækja,mig heim og stíg nú á skip með oss með svo marga menn sem þú vilt sjálfur því að nú er ekki byrvænlegt . »,110609,1,Íslendinga þættir,3256,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,6749,Íslendingasögur II,1986,
Íslendinga þættir,112028,Veldur annar áhugi eða nokkur tilfelli af manna völdum þá má,vera að bætist,með yðvarri gift og hamingju . »,110609,1,Íslendinga þættir,3256,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,6749,Íslendingasögur II,1986,
Heimskringla,235552,Hvað er þá nema einn þriðjungur liðs vors muni til,vera að berjast,?,231502,6,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Flóamanna saga,10231,Má enn,vera að betrist,um hag þinn ef þú vilt mig þýðast . »,22418,21,Flóamanna saga,553,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,1725,Íslendingasögur I,1985,
Hallfreðar saga (úr Ólafs sögu Tryggvasonar hinni mestu),7351,Er það sannast í að eg gerði því ekki meira að honum að mér þykir til engis,vera að eiga,við mannlæru þá . »,11573,8,Hallfreðar saga (úr Ólafs sögu Tryggvasonar hinni mestu),338,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,874,Íslendingasögur II,1986,
Sturlunga,132207,Snorri kvaðst eigi vanur,vera að eiga,hlut að héraðsdeildum en lést mundu ríða til alþingis og veita þeim þar slíkt er þeim öllum væri sæmd að .,260587,247,Sturlunga,6002,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Gísli Sigurðsson|Guðrún Ása Grímsdóttir|Guðrún Ingólfsdóttir|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,17600,Sturlunga saga,1988,
Laxdæla saga,15191,"Ólafur þakkar honum boð þetta með mikilli snilld og fögrum orðum en kvaðst þó eigi mundu á hætta hversu synir hans þyldu það þá er Mýrkjartans missti við , kvað betra",vera að fá,"skjóta sæmd en langa svívirðing , kvaðst til Noregs fara vilja þegar skipum væri óhætt að halda á millum landa , kvað móður sína mundu hafa lítið yndi ef hann kæmi eigi aftur .",57467,21,Laxdæla saga,1229,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,4148,Íslendingasögur II,1986,
Sturlunga,174284,Þórður segir hann maklegstan til,vera að fá,nokkura skömm af honum : « Hann hefir lengi verið andstreymur oss frændum .,260587,313,Sturlunga,6002,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Gísli Sigurðsson|Guðrún Ása Grímsdóttir|Guðrún Ingólfsdóttir|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,17600,Sturlunga saga,1988,
Ljósvetninga saga (C-gerð),14827,Hygg eg að mál mun,vera að færa,af hendi illmælið . »,27557,17,Ljósvetninga saga - C-gerð,1057,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,2026,Íslendingasögur II,1986,
Grettis saga Ásmundarsonar,66015,Allir þóttust þeir skyldir,vera að fagna,henni sem kunnu og báðu henni góðs fyrir það er hún hafði þeim oft vel við hjálpað .,61205,89,Grettis saga Ásmundarsonar,1498,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,4386,Íslendingasögur I,1985,
Brennu-Njáls saga,58310,"Runólfur mælti að hann skyldi eigi heim ríða , sagði það varlegra",vera að fara,eigi sem hann hefði sagt .,98938,92,Brennu-Njáls saga,3276,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,7275,Íslendingasögur I,1985,
Brennu-Njáls saga,78851,Njáll þakkaði henni og kvað hana vel hafa gert « því að honum mundi helst misgert í,vera að fara,að mér allra manna . »,98938,124,Brennu-Njáls saga,3276,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,7275,Íslendingasögur I,1985,
Laxdæla saga,36380,Kjartan kvaðst mundu heima,vera að gæta,bús .,57467,44,Laxdæla saga,1229,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,4148,Íslendingasögur II,1986,
Heimskringla,239108,"Gregoríus svarar , kvað sjaldan hafa þess þurft að frýja sér allmjög áræðis og kvað eigi enn það skyldu , bað þá fylgja vel og standa eigi á landi ef hann gengur á ísinn og bað þeirra ráð",vera að ganga,"á ís vondan en hann lést ófús « en þeygi vil eg sitja yður frýju , » segir hann og bað bera merki sitt fram .",231502,14,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Hávarðar saga Ísfirðings,11823,"« Þá fer þér vel , » segir Þorsteinn , « og má",vera að gangi,eftir málaefnum . »,15402,14,Hávarðar saga Ísfirðings,401,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,1194,Íslendingasögur II,1986,
Egils saga Skalla-Grímssonar,46647,Trauður mun eg til,vera að gera,þér skaða ef því er að skipta ef þú vilt heldur leggja fram líf þitt en hann sé drepinn .,62240,61,Egils saga Skalla-Grímssonar,1103,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,4066,Íslendingasögur I,1985,
Heimskringla,58939,En er þessi erindi voru borin Eyvindi þá sér hann að yfrin nauðsyn mun til,vera að gera,þar fyrir það ráð að þeir verði eigi upptækir fyrir konungi .,231502,76,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Íslendinga þættir,26134,« Óráðlegt mun það,vera að gera,"sér aðra menn að óvinum fyrir þig , » segir Ketill .",110609,1,Íslendinga þættir,3256,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,6749,Íslendingasögur II,1986,
Grettis saga Ásmundarsonar,15649,Björn frændi Þorkels kvað,vera að gert,"hið mesta er híðið var fundið « skal eg nú prófa , » sagði hann , « hversu leikur fer með okkur nöfnum . »",61205,21,Grettis saga Ásmundarsonar,1498,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,4386,Íslendingasögur I,1985,
Fóstbræðra saga,27375,Þorkell svarar : « Ólíklegt sýnist mér,vera að Gríma,muni varðveita skógarmann þinn en þó mun eg fara ef þér viljið . »,31546,23,Fóstbræðra saga,856,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,2144,Íslendingasögur I,1985,
Finnboga saga ramma,1541,Þeir kváðu hann verðan,vera að hafa,ef hann léki það og jáðu því allir .,23702,5,Finnboga saga ramma,560,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,1755,Íslendingasögur I,1985,
Heimskringla,113062,Eru þar margir þeir menn er óðalbornir þættust til,vera að hafa,réttindi af jafnbornum mönnum sér .,231502,116,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Víga-Glúms saga,2986,Eyjólfur svarar : « Óskylt ætla eg,vera að halda,lögum við þig er þú dæmir sjálfur hvers þú ert verður fyrir því að á voru landi mundi slíkt þykja þrælsgjöld er þú gerir um sjálfan þig . »,19117,4,Víga-Glúms saga,595,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,1222,Íslendingasögur II,1986,
Heimskringla,74575,"Nú vænti eg um þig Sigurður mágur , eða aðra þá menn í landinu er óðalbornir eru hér til konungdóms að lögum þeim er setti Haraldur hárfagri , þá mun yður eigi svo mikilla muna á vant að þér munuð upp hefjast að reka af höndum frændaskömm þessa , að eigi munuð þér alla yður við leggja að efla þann er forgangsmaður vill",vera að hefja,upp ætt vora .,231502,35,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Heimskringla,188072,Fannst það brátt í ræðu Hákonar að honum þótti sér skylda mikil á,vera að hefna,"Eindriða frænda síns , segir að honum voru þau orð komin úr Þrándheimi að honum mundi þar fást gnógur styrkur til uppreistar í móti konungi .",231502,47,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Egils saga Skalla-Grímssonar,46098,Þeir héldu vörð á nær tími mundi,vera að hitta,konung .,62240,60,Egils saga Skalla-Grímssonar,1103,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,4066,Íslendingasögur I,1985,
Heimskringla,218960,"Nú er til annað ráð , og er það illt , og kann þó",vera að hlýði,.,231502,5,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Íslendinga þættir,46423,Þórir kvað sér nauðsyn á,vera að kaupa,við « því að hús mín liggja við velli . »,110609,2,Íslendinga þættir,3256,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,6749,Íslendingasögur II,1986,
Ljósvetninga saga (C-gerð),4732,Ófeigur kvað þá það þiggja mundu « en vandhæfi mun þér þykja á,vera að láta,geyma hesta vorra því að þeir eru allir graðir og má engi við annan eiga .,27557,7,Ljósvetninga saga - C-gerð,1057,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,2026,Íslendingasögur II,1986,
Sturlunga,30608,En er Sveinn spurði þetta þá mælti hann : « Vera kann að Þórhallur vilji sitja yfir vorum hlut en kostgæfur mun eg,vera að leggja,hér slíkt í móti . »,260587,68,Sturlunga,6002,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Gísli Sigurðsson|Guðrún Ása Grímsdóttir|Guðrún Ingólfsdóttir|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,17600,Sturlunga saga,1988,
Reykdæla saga,2806,Hrafn spurði ef hann vissi nokkuð til hvert eftir mundi,vera að leita,.,23678,4,Reykdæla saga,347,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,1199,Íslendingasögur II,1986,
Heimskringla,120804,En ef landsmenn vilja halda frelsi sínu því er þeir hafa haft síðan er land þetta byggðist þá mun sá til,vera að ljá,"konungi einskis fangstaðar á , hvorki um landaeign hér né um það að gjalda héðan ákveðnar skuldir þær er til lýðskyldu megi metast .",231502,125,Heimskringla,4610,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Jón Torfason|,Mál og menning,14055,Heimskringla,1991,
Eyrbyggja saga,12833,"En Arnkell veik því af sér og kvað það koma til Kjalleklinga frænda hans og vísaði hann þessu máli helst á Styr , segir hans",vera að mæla,eftir Vigfús frænda sinn með því að hann vildi þó í mörgu starfa .,38388,26,Eyrbyggja saga,890,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,2392,Íslendingasögur I,1985,
Hrafnkels saga Freysgoða,4274,"« Því mun eg heita , » sagði Þorkell , « að vera heldur með ykkur en móti fyrir því að mér þykir ærin nauðsyn til",vera að mæla,eftir náskyldan mann .,9612,8,Hrafnkels saga Freysgoða,235,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,643,Íslendingasögur II,1986,
Vatnsdæla saga,29773,Þorgils fór að hitta Guðmund ríka og kvað honum skyldast,vera að mæla,eftir frænda sinn « en eg mun að fylgja . »,29289,44,Vatnsdæla saga,826,|Örnólfur Thorsson|Bragi Halldórsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,1832,Íslendingasögur II,1986,
Brennu-Njáls saga,57018,Það kann og,vera að mælt,sé að synir mínir séu seinir til aðgerða og skuluð þér það þola um stundarsakir því að allt orkar tvímælis þá er gert er .,98938,91,Brennu-Njáls saga,3276,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,7275,Íslendingasögur I,1985,
Sturlunga,280193,En þeir menn er minni háttar þóttu vera eggjuðu að brotin mundi vera kirkjan austan til og kváðu ekki mundi fyrir,vera að ná,jarlinum .,260587,489,Sturlunga,6002,|Örnólfur Thorsson|Bergljót Kristjánsdóttir|Bragi Halldórsson|Gísli Sigurðsson|Guðrún Ása Grímsdóttir|Guðrún Ingólfsdóttir|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,17600,Sturlunga saga,1988,
Bjarnar saga Hítdælakappa,17216,Dálkur kallar og einsætt,vera að neyta,nú þess færis er hann hefir fátt manna og kvað þeim þungt vegist hafa við Björn og mundi mál þykja að eiga eigi hans ofsa yfir höfði sér ef réttast mætti og kvað Þórð skyldan til að beitast fyrir og skipa til « en aðrir að fylgja þér . »,19285,30,Bjarnar saga Hítdælakappa,493,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,1090,Íslendingasögur I,1985,
Eyrbyggja saga,25697,En því fór hann eigi fyrr að hann þóttist vita að maðurinn mundi sendur,vera að njósna,um athafnir hans .,38388,44,Eyrbyggja saga,890,|Örnólfur Thorsson|Jón Torfason|Sverrir Tómasson|,Svart á hvítu,2392,Íslendingasögur I,1985,
